Symbol,Signal,Type,EntryTime,ExitTime,Entry,Exit,Stop,TP1,TP2,ExitReason,PnL_USD,PnL_Percent,BarsHeld,PassedTrend,TrendDir
AVAXUSDT,EngulfingRally,SHORT,2025-11-21T15:00:00.000Z,2025-11-21T16:00:00.000Z,12.99,13.27,13.27,12.47,12.20,STOP,-2.01,-2.23,1,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2025-12-02T08:00:00.000Z,2025-12-02T10:00:00.000Z,12.93,13.12,13.12,12.59,12.41,STOP,-1.39,-1.54,2,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2025-12-02T11:00:00.000Z,2025-12-02T14:00:00.000Z,12.90,13.14,13.14,12.46,12.23,STOP,-1.74,-1.93,3,true,DOWN
AVAXUSDT,EngulfingPullback,LONG,2025-12-10T13:00:00.000Z,2025-12-10T14:00:00.000Z,14.31,14.18,14.19,14.52,14.63,STOP,-0.84,-0.94,1,false,DOWN
AVAXUSDT,EngulfingRally,SHORT,2025-12-19T17:00:00.000Z,2025-12-22T00:00:00.000Z,12.08,12.41,12.40,11.46,11.15,STOP,-2.51,-2.79,55,true,DOWN
AVAXUSDT,EngulfingPullback,LONG,2025-12-27T03:00:00.000Z,2025-12-27T21:00:00.000Z,12.43,12.65,12.31,12.65,12.76,TP1,1.54,1.72,18,false,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-01-09T07:00:00.000Z,2026-01-09T08:00:00.000Z,13.92,13.69,14.05,13.69,13.58,TP1,1.41,1.57,1,false,UP
AVAXUSDT,EngulfingPullback,LONG,2026-01-20T09:00:00.000Z,2026-01-20T13:00:00.000Z,12.57,12.42,12.43,12.83,12.96,STOP,-1.13,-1.25,4,false,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-01-24T13:00:00.000Z,2026-01-25T03:00:00.000Z,12.07,11.93,12.15,11.93,11.86,TP1,0.99,1.10,14,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-02-01T19:00:00.000Z,2026-02-01T22:00:00.000Z,9.89,10.04,10.03,9.61,9.47,STOP,-1.44,-1.60,3,true,DOWN
AVAXUSDT,EngulfingPullback,LONG,2026-02-26T12:00:00.000Z,2026-02-26T15:00:00.000Z,9.35,9.22,9.22,9.61,9.74,STOP,-1.40,-1.55,3,false,DOWN
AVAXUSDT,EngulfingPullback,LONG,2026-03-12T06:00:00.000Z,2026-03-12T14:00:00.000Z,9.53,9.44,9.44,9.71,9.80,STOP,-1.00,-1.11,8,false,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-03-15T03:00:00.000Z,2026-03-15T09:00:00.000Z,9.71,9.83,9.83,9.47,9.35,STOP,-1.27,-1.41,6,true,DOWN
AVAXUSDT,EngulfingPullback,LONG,2026-04-16T15:00:00.000Z,2026-04-17T14:00:00.000Z,9.58,10.00,9.37,10.00,10.21,TP1,3.80,4.23,23,true,UP
AVAXUSDT,EngulfingRally,SHORT,2026-05-18T13:00:00.000Z,2026-05-18T15:00:00.000Z,9.15,9.01,9.22,9.01,8.94,TP1,1.23,1.37,2,false,UP
AVAXUSDT,EngulfingRally,SHORT,2026-06-02T04:00:00.000Z,2026-06-02T14:00:00.000Z,8.81,8.51,8.91,8.61,8.51,TP2,3.00,3.34,10,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-06-02T18:00:00.000Z,2026-06-02T23:00:00.000Z,8.35,8.06,8.50,8.06,7.91,TP1,3.05,3.39,5,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-06-03T19:00:00.000Z,2026-06-04T02:00:00.000Z,8.04,7.54,8.21,7.71,7.54,TP2,5.47,6.08,7,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-06-09T21:00:00.000Z,2026-06-10T08:00:00.000Z,6.62,6.47,6.70,6.47,6.39,TP1,2.01,2.24,11,true,DOWN
AVAXUSDT,EngulfingRally,SHORT,2026-06-10T08:00:00.000Z,2026-06-10T12:00:00.000Z,6.47,6.58,6.58,6.26,6.16,STOP,-1.61,-1.79,4,true,DOWN
AVAXUSDT,EngulfingPullback,LONG,2026-06-27T02:00:00.000Z,2026-06-27T11:00:00.000Z,6.66,6.48,6.49,6.99,7.16,STOP,-2.43,-2.70,9,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-07-14T07:00:00.000Z,2025-07-14T08:00:00.000Z,16.17,15.95,15.96,16.56,16.77,STOP,-1.29,-1.43,1,false,NEUTRAL
LINKUSDT,EngulfingPullback,LONG,2025-07-17T12:00:00.000Z,2025-07-17T13:00:00.000Z,17.26,16.90,16.91,17.94,18.28,STOP,-1.95,-2.17,1,false,NEUTRAL
LINKUSDT,EngulfingRally,SHORT,2025-07-30T18:00:00.000Z,2025-07-31T00:00:00.000Z,17.27,17.83,17.83,16.19,15.64,STOP,-3.01,-3.34,6,false,NEUTRAL
LINKUSDT,EngulfingPullback,LONG,2025-08-08T06:00:00.000Z,2025-08-09T01:00:00.000Z,19.24,20.15,18.77,20.15,20.60,TP1,4.16,4.63,19,true,UP
LINKUSDT,EngulfingRally,SHORT,2025-09-01T20:00:00.000Z,2025-09-02T02:00:00.000Z,22.46,22.89,22.88,21.66,21.25,STOP,-1.79,-1.99,6,false,UP
LINKUSDT,EngulfingPullback,LONG,2025-09-14T05:00:00.000Z,2025-09-14T07:00:00.000Z,24.86,24.56,24.57,25.41,25.69,STOP,-1.17,-1.30,2,true,UP
LINKUSDT,EngulfingRally,SHORT,2025-09-29T00:00:00.000Z,2025-09-29T07:00:00.000Z,21.55,21.21,21.73,21.21,21.04,TP1,1.33,1.48,7,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-09-30T10:00:00.000Z,2025-09-30T14:00:00.000Z,21.39,21.20,21.21,21.72,21.90,STOP,-0.89,-0.99,4,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-10-12T19:00:00.000Z,2025-10-12T21:00:00.000Z,19.37,18.95,18.96,20.16,20.55,STOP,-2.01,-2.23,2,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2025-10-21T13:00:00.000Z,2025-10-21T14:00:00.000Z,17.91,18.31,18.30,17.17,16.79,STOP,-2.05,-2.28,1,true,DOWN
LINKUSDT,EngulfingRally,SHORT,2025-10-21T16:00:00.000Z,2025-10-22T11:00:00.000Z,18.35,17.20,18.94,17.20,16.63,TP1,5.55,6.17,19,true,DOWN
LINKUSDT,EngulfingRally,SHORT,2025-10-23T18:00:00.000Z,2025-10-24T08:00:00.000Z,17.46,17.77,17.77,16.88,16.58,STOP,-1.69,-1.87,14,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-11-06T17:00:00.000Z,2025-11-07T16:00:00.000Z,14.63,15.61,14.29,15.28,15.61,TP2,5.95,6.61,23,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-11-11T14:00:00.000Z,2025-11-11T15:00:00.000Z,16.09,15.75,15.76,16.72,17.04,STOP,-1.96,-2.18,1,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-11-16T22:00:00.000Z,2025-11-17T17:00:00.000Z,13.71,13.37,13.37,14.35,14.68,STOP,-2.31,-2.56,19,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-11-26T13:00:00.000Z,2025-11-26T17:00:00.000Z,12.93,13.25,12.75,13.25,13.42,TP1,2.19,2.43,4,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2025-12-05T09:00:00.000Z,2025-12-05T16:00:00.000Z,14.04,13.45,14.35,13.45,13.15,TP1,3.71,4.12,7,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2025-12-09T03:00:00.000Z,2025-12-09T15:00:00.000Z,13.72,14.33,13.50,14.12,14.33,TP2,3.96,4.40,12,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2025-12-24T13:00:00.000Z,2025-12-24T21:00:00.000Z,12.17,12.29,12.28,11.97,11.87,STOP,-0.94,-1.04,8,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2026-01-05T14:00:00.000Z,2026-01-05T20:00:00.000Z,13.63,14.07,13.39,14.07,14.30,TP1,2.88,3.20,6,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-01-23T19:00:00.000Z,2026-01-25T14:00:00.000Z,12.24,11.94,12.40,11.94,11.79,TP1,2.16,2.40,43,true,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-01-26T09:00:00.000Z,2026-01-26T14:00:00.000Z,11.77,11.91,11.90,11.53,11.41,STOP,-1.11,-1.23,5,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2026-02-07T15:00:00.000Z,2026-02-09T08:00:00.000Z,8.83,8.65,8.65,9.18,9.36,STOP,-1.97,-2.19,41,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2026-02-15T14:00:00.000Z,2026-02-15T17:00:00.000Z,8.88,8.77,8.77,9.10,9.20,STOP,-1.25,-1.39,3,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-02-16T05:00:00.000Z,2026-02-16T09:00:00.000Z,8.70,8.84,8.84,8.42,8.29,STOP,-1.59,-1.76,4,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2026-02-26T09:00:00.000Z,2026-02-26T14:00:00.000Z,9.30,9.16,9.16,9.58,9.72,STOP,-1.50,-1.67,5,false,DOWN
LINKUSDT,EngulfingPullback,LONG,2026-03-11T04:00:00.000Z,2026-03-11T05:00:00.000Z,9.02,8.89,8.89,9.28,9.40,STOP,-1.44,-1.60,1,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-03-30T09:00:00.000Z,2026-03-30T11:00:00.000Z,8.75,8.82,8.82,8.61,8.55,STOP,-0.86,-0.95,2,true,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-03-31T14:00:00.000Z,2026-03-31T16:00:00.000Z,8.63,8.83,8.83,8.23,8.04,STOP,-2.23,-2.47,2,true,DOWN
LINKUSDT,EngulfingPullback,LONG,2026-04-01T19:00:00.000Z,2026-04-01T20:00:00.000Z,9.02,8.94,8.94,9.18,9.25,STOP,-0.94,-1.04,1,false,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-04-20T08:00:00.000Z,2026-04-20T09:00:00.000Z,9.17,9.28,9.28,8.95,8.84,STOP,-1.23,-1.36,1,false,UP
LINKUSDT,EngulfingPullback,LONG,2026-05-07T04:00:00.000Z,2026-05-07T14:00:00.000Z,9.95,9.84,9.84,10.17,10.28,STOP,-1.15,-1.28,10,true,UP
LINKUSDT,EngulfingRally,SHORT,2026-06-02T14:00:00.000Z,2026-06-02T23:00:00.000Z,8.67,8.28,8.87,8.28,8.09,TP1,3.97,4.41,9,true,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-06-09T21:00:00.000Z,2026-06-10T05:00:00.000Z,7.84,7.67,7.93,7.67,7.58,TP1,1.92,2.14,8,true,DOWN
LINKUSDT,EngulfingRally,SHORT,2026-06-11T12:00:00.000Z,2026-06-11T17:00:00.000Z,7.79,7.88,7.87,7.64,7.56,STOP,-1.07,-1.19,5,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-07-10T01:00:00.000Z,2025-07-10T07:00:00.000Z,0.62,0.64,0.62,0.64,0.64,TP1,1.88,2.09,6,false,NEUTRAL
ADAUSDT,EngulfingPullback,LONG,2025-07-14T07:00:00.000Z,2025-07-14T08:00:00.000Z,0.76,0.75,0.75,0.79,0.80,STOP,-1.62,-1.81,1,false,NEUTRAL
ADAUSDT,EngulfingRally,SHORT,2025-07-15T14:00:00.000Z,2025-07-15T17:00:00.000Z,0.72,0.74,0.74,0.67,0.65,STOP,-3.08,-3.42,3,false,NEUTRAL
ADAUSDT,EngulfingPullback,LONG,2025-07-29T03:00:00.000Z,2025-07-29T14:00:00.000Z,0.79,0.78,0.78,0.82,0.83,STOP,-1.65,-1.84,11,false,NEUTRAL
ADAUSDT,EngulfingRally,SHORT,2025-08-06T00:00:00.000Z,2025-08-06T05:00:00.000Z,0.72,0.73,0.73,0.70,0.69,STOP,-1.27,-1.41,5,false,UP
ADAUSDT,EngulfingPullback,LONG,2025-08-09T12:00:00.000Z,2025-08-09T13:00:00.000Z,0.82,0.80,0.80,0.85,0.87,STOP,-1.86,-2.07,1,true,UP
ADAUSDT,EngulfingRally,SHORT,2025-08-20T18:00:00.000Z,2025-08-20T19:00:00.000Z,0.87,0.89,0.89,0.84,0.82,STOP,-1.89,-2.10,1,false,UP
ADAUSDT,EngulfingRally,SHORT,2025-08-31T09:00:00.000Z,2025-09-01T00:00:00.000Z,0.82,0.81,0.83,0.81,0.80,TP1,1.80,2.00,15,false,UP
ADAUSDT,EngulfingRally,SHORT,2025-10-06T23:00:00.000Z,2025-10-07T08:00:00.000Z,0.87,0.85,0.88,0.85,0.85,TP1,1.69,1.88,9,false,UP
ADAUSDT,EngulfingRally,SHORT,2025-10-21T16:00:00.000Z,2025-10-22T00:00:00.000Z,0.67,0.64,0.69,0.64,0.62,TP1,3.96,4.40,8,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-10-25T04:00:00.000Z,2025-10-25T06:00:00.000Z,0.66,0.65,0.65,0.67,0.67,STOP,-0.81,-0.90,2,false,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-11-06T13:00:00.000Z,2025-11-06T14:00:00.000Z,0.54,0.53,0.53,0.55,0.56,STOP,-1.61,-1.79,1,false,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-11-06T17:00:00.000Z,2025-11-07T07:00:00.000Z,0.53,0.55,0.52,0.55,0.56,TP1,2.96,3.29,14,false,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-11-08T01:00:00.000Z,2025-11-08T10:00:00.000Z,0.58,0.57,0.57,0.60,0.62,STOP,-1.80,-2.00,9,false,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-11-20T13:00:00.000Z,2025-11-20T16:00:00.000Z,0.47,0.44,0.47,0.45,0.44,TP2,4.44,4.93,3,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-11-20T23:00:00.000Z,2025-11-21T07:00:00.000Z,0.43,0.40,0.44,0.41,0.40,TP2,7.12,7.91,8,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-11-21T15:00:00.000Z,2025-11-21T17:00:00.000Z,0.40,0.41,0.41,0.38,0.36,STOP,-2.86,-3.18,2,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-12-04T15:00:00.000Z,2025-12-04T19:00:00.000Z,0.45,0.44,0.44,0.47,0.48,STOP,-2.27,-2.53,4,false,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-12-09T10:00:00.000Z,2025-12-09T11:00:00.000Z,0.43,0.44,0.42,0.44,0.44,TP2,2.69,2.99,1,false,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-12-15T07:00:00.000Z,2025-12-15T14:00:00.000Z,0.40,0.39,0.41,0.39,0.39,TP1,1.86,2.06,7,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-12-15T20:00:00.000Z,2025-12-15T23:00:00.000Z,0.38,0.39,0.39,0.37,0.37,STOP,-1.24,-1.38,3,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-12-16T00:00:00.000Z,2025-12-16T15:00:00.000Z,0.38,0.39,0.39,0.37,0.36,STOP,-1.73,-1.92,15,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-12-19T17:00:00.000Z,2025-12-19T19:00:00.000Z,0.37,0.38,0.38,0.35,0.34,STOP,-2.32,-2.58,2,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2025-12-22T21:00:00.000Z,2025-12-23T03:00:00.000Z,0.37,0.37,0.37,0.38,0.38,STOP,-1.12,-1.24,6,false,DOWN
ADAUSDT,EngulfingRally,SHORT,2025-12-26T14:00:00.000Z,2025-12-27T12:00:00.000Z,0.35,0.36,0.36,0.33,0.32,STOP,-2.43,-2.71,22,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-02-11T22:00:00.000Z,2026-02-12T03:00:00.000Z,0.26,0.26,0.26,0.25,0.25,STOP,-1.19,-1.32,5,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-02-25T03:00:00.000Z,2026-02-25T09:00:00.000Z,0.27,0.27,0.27,0.26,0.25,STOP,-1.50,-1.66,6,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-03-02T17:00:00.000Z,2026-03-03T00:00:00.000Z,0.28,0.28,0.29,0.28,0.27,TP1,2.10,2.33,7,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2026-03-03T15:00:00.000Z,2026-03-03T20:00:00.000Z,0.27,0.26,0.26,0.27,0.28,STOP,-1.56,-1.73,5,false,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-03-04T10:00:00.000Z,2026-03-04T14:00:00.000Z,0.27,0.27,0.27,0.26,0.26,STOP,-1.71,-1.90,4,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2026-03-16T22:00:00.000Z,2026-03-17T03:00:00.000Z,0.29,0.29,0.29,0.30,0.31,STOP,-1.57,-1.75,5,false,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-04-03T18:00:00.000Z,2026-04-05T06:00:00.000Z,0.25,0.24,0.25,0.24,0.24,TP1,1.77,1.97,36,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-04-09T18:00:00.000Z,2026-04-09T20:00:00.000Z,0.25,0.26,0.26,0.25,0.25,STOP,-1.09,-1.21,2,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-04-11T20:00:00.000Z,2026-04-12T01:00:00.000Z,0.25,0.25,0.26,0.25,0.24,TP1,2.32,2.58,5,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-04-20T14:00:00.000Z,2026-04-20T18:00:00.000Z,0.25,0.25,0.25,0.24,0.23,STOP,-1.55,-1.73,4,true,DOWN
ADAUSDT,EngulfingPullback,LONG,2026-04-29T17:00:00.000Z,2026-04-29T18:00:00.000Z,0.25,0.24,0.24,0.25,0.25,STOP,-0.96,-1.07,1,false,DOWN
ADAUSDT,EngulfingPullback,LONG,2026-04-29T20:00:00.000Z,2026-04-30T09:00:00.000Z,0.24,0.25,0.24,0.25,0.25,TP1,1.65,1.83,13,false,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-06-15T01:00:00.000Z,2026-06-15T11:00:00.000Z,0.18,0.18,0.18,0.17,0.17,STOP,-1.74,-1.94,10,true,DOWN
ADAUSDT,EngulfingRally,SHORT,2026-06-20T07:00:00.000Z,2026-06-20T14:00:00.000Z,0.16,0.16,0.16,0.16,0.16,TP1,1.35,1.50,7,true,DOWN
XRPUSDT,EngulfingPullback,LONG,2025-07-03T13:00:00.000Z,2025-07-03T15:00:00.000Z,2.30,2.27,2.27,2.36,2.39,STOP,-1.31,-1.46,2,false,NEUTRAL
XRPUSDT,EngulfingPullback,LONG,2025-07-14T07:00:00.000Z,2025-07-14T13:00:00.000Z,2.96,3.03,2.92,3.03,3.07,TP1,2.21,2.46,6,false,NEUTRAL
XRPUSDT,EngulfingPullback,LONG,2025-07-14T13:00:00.000Z,2025-07-14T15:00:00.000Z,3.01,2.93,2.94,3.14,3.20,STOP,-2.17,-2.41,2,false,NEUTRAL
XRPUSDT,EngulfingPullback,LONG,2025-07-21T21:00:00.000Z,2025-07-22T01:00:00.000Z,3.55,3.50,3.50,3.65,3.69,STOP,-1.35,-1.50,4,false,NEUTRAL
XRPUSDT,EngulfingPullback,LONG,2025-07-29T03:00:00.000Z,2025-07-29T14:00:00.000Z,3.14,3.10,3.10,3.22,3.25,STOP,-1.23,-1.37,11,false,NEUTRAL
XRPUSDT,EngulfingRally,SHORT,2025-08-06T16:00:00.000Z,2025-08-07T10:00:00.000Z,2.98,3.02,3.02,2.90,2.86,STOP,-1.37,-1.52,18,false,UP
XRPUSDT,EngulfingPullback,LONG,2025-08-13T13:00:00.000Z,2025-08-13T14:00:00.000Z,3.29,3.25,3.25,3.38,3.42,STOP,-1.36,-1.51,1,true,UP
XRPUSDT,EngulfingRally,SHORT,2025-08-15T23:00:00.000Z,2025-08-16T03:00:00.000Z,3.08,3.11,3.10,3.02,3.00,STOP,-0.96,-1.06,4,false,UP
XRPUSDT,EngulfingPullback,LONG,2025-10-28T12:00:00.000Z,2025-10-28T14:00:00.000Z,2.66,2.63,2.64,2.72,2.75,STOP,-1.12,-1.25,2,false,DOWN
XRPUSDT,EngulfingPullback,LONG,2025-11-06T13:00:00.000Z,2025-11-06T14:00:00.000Z,2.30,2.27,2.27,2.36,2.39,STOP,-1.28,-1.43,1,false,DOWN
XRPUSDT,EngulfingRally,SHORT,2025-11-07T21:00:00.000Z,2025-11-08T12:00:00.000Z,2.34,2.29,2.37,2.29,2.26,TP1,1.97,2.19,15,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2025-11-20T23:00:00.000Z,2025-11-21T07:00:00.000Z,2.00,1.85,2.05,1.90,1.85,TP2,6.53,7.25,8,true,DOWN
XRPUSDT,EngulfingPullback,LONG,2025-11-25T00:00:00.000Z,2025-11-25T07:00:00.000Z,2.26,2.22,2.22,2.34,2.38,STOP,-1.71,-1.90,7,false,DOWN
XRPUSDT,EngulfingPullback,LONG,2025-12-07T15:00:00.000Z,2025-12-09T16:00:00.000Z,2.05,2.17,1.99,2.17,2.23,TP1,4.98,5.54,49,false,DOWN
XRPUSDT,EngulfingRally,SHORT,2025-12-15T07:00:00.000Z,2025-12-15T13:00:00.000Z,1.99,1.96,2.01,1.97,1.96,TP2,1.51,1.68,6,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2025-12-15T20:00:00.000Z,2025-12-16T10:00:00.000Z,1.88,1.90,1.90,1.85,1.83,STOP,-0.97,-1.08,14,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2025-12-17T08:00:00.000Z,2025-12-17T13:00:00.000Z,1.91,1.93,1.93,1.87,1.85,STOP,-1.11,-1.23,5,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2025-12-26T14:00:00.000Z,2025-12-29T01:00:00.000Z,1.84,1.88,1.88,1.77,1.73,STOP,-2.01,-2.24,59,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-01-07T09:00:00.000Z,2026-01-08T05:00:00.000Z,2.24,2.14,2.29,2.14,2.09,TP1,3.78,4.20,20,false,UP
XRPUSDT,EngulfingRally,SHORT,2026-01-09T17:00:00.000Z,2026-01-11T20:00:00.000Z,2.11,2.05,2.14,2.05,2.02,TP1,2.42,2.69,51,false,UP
XRPUSDT,EngulfingRally,SHORT,2026-01-12T17:00:00.000Z,2026-01-13T16:00:00.000Z,2.07,2.10,2.10,2.00,1.96,STOP,-1.73,-1.92,23,false,UP
XRPUSDT,EngulfingRally,SHORT,2026-01-20T01:00:00.000Z,2026-01-20T08:00:00.000Z,1.97,1.93,1.99,1.93,1.92,TP1,1.60,1.77,7,false,UP
XRPUSDT,EngulfingRally,SHORT,2026-02-03T05:00:00.000Z,2026-02-03T17:00:00.000Z,1.61,1.57,1.63,1.57,1.55,TP1,1.94,2.15,12,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-02-11T22:00:00.000Z,2026-02-12T06:00:00.000Z,1.37,1.39,1.39,1.34,1.33,STOP,-1.18,-1.32,8,true,DOWN
XRPUSDT,EngulfingPullback,LONG,2026-02-24T14:00:00.000Z,2026-02-25T01:00:00.000Z,1.34,1.39,1.31,1.39,1.41,TP1,3.39,3.76,11,false,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-02-27T09:00:00.000Z,2026-02-27T14:00:00.000Z,1.41,1.36,1.43,1.36,1.34,TP1,2.74,3.05,5,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-03-09T04:00:00.000Z,2026-03-09T05:00:00.000Z,1.34,1.36,1.36,1.32,1.30,STOP,-1.12,-1.25,1,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-03-13T02:00:00.000Z,2026-03-13T05:00:00.000Z,1.40,1.42,1.42,1.37,1.35,STOP,-1.19,-1.32,3,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-03-13T14:00:00.000Z,2026-03-15T22:00:00.000Z,1.42,1.46,1.46,1.36,1.32,STOP,-2.24,-2.49,56,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-03-30T09:00:00.000Z,2026-03-30T19:00:00.000Z,1.35,1.32,1.36,1.32,1.31,TP1,1.79,1.99,10,true,DOWN
XRPUSDT,EngulfingRally,SHORT,2026-05-18T13:00:00.000Z,2026-05-19T22:00:00.000Z,1.39,1.35,1.40,1.35,1.34,TP1,1.92,2.14,33,false,UP
XRPUSDT,EngulfingRally,SHORT,2026-06-22T14:00:00.000Z,2026-06-23T08:00:00.000Z,1.14,1.10,1.17,1.10,1.07,TP1,3.54,3.94,18,true,DOWN